content.generic_counters.MulticastPacketsSent,@timestamp,content.generic_counters.LastDiscontinuityTime,content.generic_counters.MulticastPacketsReceived,content.generic_counters.ThrottledPacketsReceived,content.generic_counters.CRCErrors,content.generic_counters.PacketsReceived,content.generic_counters.LastDataTime,hostname,content.key.InterfaceName,content.generic_counters.BytesReceived,content.delta.BytesSent,content.generic_counters.BytesSent,content.generic_counters.OutputUnderruns,content.generic_counters.SecondsSinceLastClearCounters,content.generic_counters.OutputQueueDrops,content.generic_counters.SecondsSincePacketReceived,content.generic_counters.InputErrors,content.generic_counters.AvailabilityFlag,content.generic_counters.BroadcastPacketsSent,content.delta.BytesReceived,content.generic_counters.InputDrops,content.generic_counters.OutputDrops,content.generic_counters.OutputBuffersSwappedOut,content.generic_counters.Resets,content.generic_counters.InputAborts,content.generic_counters.GiantPacketsReceived,content.generic_counters.BroadcastPacketsReceived,content.delta.PacketsReceived,content.generic_counters.UnknownProtocolPacketsReceived,content.generic_counters.FramingErrorsReceived,content.generic_counters.OutputBufferFailures,content.generic_counters.CarrierTransitions,content.generic_counters.RuntPacketsReceived,content.delta.PacketsSent,content.generic_counters.InputQueueDrops,content.generic_counters.InputOverruns,content.generic_counters.PacketsSent,content.generic_counters.SecondsSincePacketSent,content.generic_counters.OutputErrors,content.generic_counters.InputIgnoredPackets,content.generic_counters.Applique,content.generic_counters.ParityPacketsReceived
2,2016-03-17T13:55:25.405Z,1458064748,1739,0,0,3122,1458222920,s0-r7,GigabitEthernet0/0/0/5,2469650,0.0,182,0,0,0,60783,0,0,1,0.0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.0,0,0,3,158159,0,0,0,0
170,2016-03-17T13:56:15.823Z,1458194456,0,0,0,29236,1458222974,s0-r5,GigabitEthernet0/0/0/5,16783440,2360076306.0,2225295770066,0,0,0,2,0,0,2,17742.0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1560898.0,0,0,1471757446,2,0,0,0,0
170,2016-03-17T13:56:15.823Z,1458194456,474,0,0,1703,1458222974,s0-r5,GigabitEthernet0/0/0/4,178917,0.0,93206,0,0,0,31,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1259,31,0,0,0,0
170,2016-03-17T13:56:15.823Z,1458194456,474,0,0,1704,1458222974,s0-r5,GigabitEthernet0/0/0/3,178800,0.0,93365,0,0,0,31,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1261,31,0,0,0,0
171,2016-03-17T13:56:15.823Z,1458194456,476,0,0,3448,1458222974,s0-r5,GigabitEthernet0/0/0/2,275156,488.0,191422,0,0,0,12,0,0,2,464.0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,8.0,0,0,2985,12,0,0,0,0
169,2016-03-17T13:56:15.824Z,1458194456,476,0,0,3453,1458222974,s0-r5,GigabitEthernet0/0/0/1,275522,364.0,191294,0,0,0,2,0,0,2,474.0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,6.0,0,0,2984,2,0,0,0,0
4312,2016-03-17T13:56:03.713Z,1457449308,0,0,0,9492553,1458222955,s0-r6,GigabitEthernet0/0/0/0,13698318501,2379334650.0,12155049380352,0,0,0,0,0,0,1,17742.0,0,0,0,0,0,0,1,31.0,0,0,0,0,0,1573635.0,0,0,8039075279,0,0,0,0,0
17214,2016-03-17T13:56:03.714Z,1457449308,8719,0,0,39540,1458222955,s0-r6,GigabitEthernet0/0/0/5,25457505,309.0,41991064,0,0,0,0,0,0,68496,196.0,0,0,0,0,0,0,882,1.0,0,0,0,0,0,2.0,0,0,573571,17,0,0,0,0
17226,2016-03-17T13:56:03.714Z,1457449308,2066,0,0,33507,1458222955,s0-r6,GigabitEthernet0/0/0/2,5102826,251.0,4721603,0,0,0,17,0,0,1,73.0,0,0,0,0,0,0,884,1.0,0,0,0,0,0,2.0,0,0,43394,17,0,0,0,0
3554,2016-03-17T13:55:32.654Z,1458063706,1739,0,0,23078,1458222929,s0-r1,GigabitEthernet0/0/0/4,3740310,196.0,1837953,0,0,0,38,0,0,2,0.0,0,0,0,0,0,0,21,0.0,0,0,0,0,0,1.0,0,0,22611,1,0,0,0,0
3555,2016-03-17T13:55:32.654Z,1458063706,4386,0,0,17045,1458222929,s0-r1,GigabitEthernet0/0/0/2,3708586,196.0,1274302,0,0,0,13,0,0,2,196.0,0,0,0,0,0,0,19,1.0,0,0,0,0,0,1.0,0,0,13909,5,0,0,0,0
3562,2016-03-17T13:56:02.700Z,1458063706,1739,0,0,19509,1458222959,s0-r1,GigabitEthernet0/0/0/5,3476792,562.0,1573531,0,0,0,5,0,0,2,348.0,0,0,0,0,0,0,21,6.0,0,0,0,0,0,7.0,0,0,19052,5,0,0,0,0
3555,2016-03-17T13:56:02.700Z,1458063706,1739,0,0,23083,1458222959,s0-r1,GigabitEthernet0/0/0/4,3740612,420.0,1838373,0,0,0,5,0,0,2,302.0,0,0,0,0,0,0,21,5.0,0,0,0,0,0,6.0,0,0,22617,5,0,0,0,0
56546,2016-03-17T13:56:02.700Z,1458063706,69535,0,0,283088,1458222959,s0-r1,GigabitEthernet0/0/0/3,95439238,4998.0,31339655,0,0,0,5,0,0,1,14498.0,0,0,0,0,0,0,18,17.0,0,0,0,0,0,9.0,0,0,56561,5,0,0,0,0
168,2016-03-17T13:55:45.770Z,1458194456,473,0,0,1470446257,1458222944,s0-r5,GigabitEthernet0/0/0/0,2223223120067,23251.0,21442569,0,0,0,0,0,0,2,2429938922.0,0,0,0,0,0,0,0,1607168.0,0,0,0,0,0,98.0,0,0,91799,0,0,0,0,0
21699,2016-03-17T13:55:51.816Z,1458162490,28814,0,0,46694,1458222949,s0-r4,GigabitEthernet0/0/0/0,34072777,6572.0,12025546,0,0,0,2,0,0,2,16237.0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,11.0,0,0,26127,2,0,0,0,0
1355,2016-03-17T13:55:51.817Z,1458162490,0,0,0,130760,1458222949,s0-r4,GigabitEthernet0/0/0/2,40433200,2042543316.0,4760412239819,0,0,0,2,0,0,2,19790.0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,1350919.0,0,0,3148488136,2,0,0,0,0
1353,2016-03-17T13:56:21.678Z,1458162490,0,0,0,3150097052,1458222979,s0-r4,GigabitEthernet0/0/0/5,4762863447045,17712.0,39974991,0,0,0,4,0,0,2,2136656610.0,0,0,0,0,0,0,0,1413157.0,0,0,0,0,0,54.0,0,0,123547,4,0,0,0,0
17219,2016-03-17T13:56:54.757Z,1457449288,2066,0,0,506028,1458223007,s0-r3,GigabitEthernet0/0/0/0,120225102,2324804680.0,12123922462546,0,0,0,2,0,0,10,21981.0,0,0,0,0,0,0,884,95.0,0,0,0,0,0,1537632.0,0,0,8018884964,2,0,0,0,0
1720,2016-03-17T13:56:55.267Z,1458146084,3022,0,0,12455,1458223012,s0-r2,GigabitEthernet0/0/0/2,3216090,0.0,764926,0,0,0,27,0,0,2,196.0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0.0,0,0,9301,37,0,0,0,0
1722,2016-03-17T13:56:55.267Z,1458146084,3018,0,0,208128,1458223012,s0-r2,GigabitEthernet0/0/0/1,19480065,9804.0,20416079,0,0,0,0,0,0,2,9935.0,0,0,0,0,0,0,2,133.0,0,0,0,0,0,132.0,0,0,272749,0,0,0,0,0
2,2016-03-17T13:56:55.413Z,1458064748,1739,0,0,3122,1458223010,s0-r7,GigabitEthernet0/0/0/6,2469650,0.0,182,0,0,0,60873,0,0,1,0.0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.0,0,0,3,158249,0,0,0,0
3532,2016-03-17T13:56:55.413Z,1458064748,4370,0,0,11955,1458223010,s0-r7,GigabitEthernet0/0/0/1,3419731,0.0,980250,0,0,0,0,0,0,1,191.0,0,0,0,0,0,0,20,1.0,0,0,0,0,0,0.0,0,0,8881,32,0,0,0,0
1354,2016-03-17T13:57:21.685Z,1458162490,0,0,0,3153147031,1458223039,s0-r4,GigabitEthernet0/0/0/5,4767474935079,17122.0,40013301,0,0,0,6,0,0,2,2088420930.0,0,0,0,0,0,0,0,1381255.0,0,0,0,0,0,53.0,0,0,123665,6,0,0,0,0
21723,2016-03-17T13:57:21.685Z,1458162490,28755,0,0,440785,1458223039,s0-r4,GigabitEthernet0/0/0/3,63090613,18408.0,41414444,0,0,0,6,0,0,2,25909.0,0,0,0,0,0,0,0,171.0,0,0,0,0,0,166.0,0,0,421251,6,0,0,0,0
42097,2016-03-17T13:57:21.685Z,1458162490,7914,0,0,154231,1458223039,s0-r4,GigabitEthernet0/0/0/1,21494943,18838.0,43657664,0,0,0,6,0,0,2,9080.0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,74.0,0,0,175092,6,0,0,0,0
0,2016-03-17T13:57:21.685Z,1458162508,0,0,0,0,1458223037,s0-r4,GigabitEthernet0/0/0/4.100,0,0.0,46,0,0,0,4294967295,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,60532,0,0,0,0
888,2016-03-17T13:56:25.340Z,1458064748,0,0,0,8138247425,1458222980,s0-r7,GigabitEthernet0/0/0/4,12305020535380,18922.0,92166266,0,0,0,0,0,0,1,2518668474.0,0,0,0,0,0,0,0,1665787.0,0,0,0,0,0,33.0,0,0,162789,0,0,0,0,0
3527,2016-03-17T13:56:25.340Z,1458064748,4373,0,0,12219,1458222980,s0-r7,GigabitEthernet0/0/0/3,3437447,402.0,995406,0,0,0,0,0,0,1,127.0,0,0,0,0,0,0,20,2.0,0,0,0,0,0,4.0,0,0,9099,0,0,0,0,0
17215,2016-03-17T13:57:03.665Z,1457449308,8720,0,0,39544,1458223015,s0-r6,GigabitEthernet0/0/0/5,25457901,191.0,41991388,0,0,0,7,0,0,68496,196.0,0,0,0,0,0,0,882,1.0,0,0,0,0,0,1.0,0,0,573574,22,0,0,0,0
17224,2016-03-17T13:57:03.665Z,1457449308,2066,0,0,430204,1458223015,s0-r6,GigabitEthernet0/0/0/1,182874599,60.0,22612152,0,0,0,22,0,0,1,191.0,0,0,0,0,0,0,884,2.0,0,0,0,0,0,1.0,0,0,63178,22,0,0,0,0
3563,2016-03-17T13:57:02.644Z,1458063706,1739,0,0,19511,1458223019,s0-r1,GigabitEthernet0/0/0/5,3476908,196.0,1573849,0,0,0,56,0,0,2,0.0,0,0,0,0,0,0,21,0.0,0,0,0,0,0,1.0,0,0,19055,21,0,0,0,0
3557,2016-03-17T13:57:02.644Z,1458063706,4386,0,0,377653,1458223019,s0-r1,GigabitEthernet0/0/0/1,30330510,180.0,28081907,0,0,0,21,0,0,2,172.0,0,0,0,0,0,0,19,2.0,0,0,0,0,0,2.0,0,0,374804,21,0,0,0,0
171,2016-03-17T13:57:15.754Z,1458194456,477,0,0,3455,1458223034,s0-r5,GigabitEthernet0/0/0/2,275700,366.0,191788,0,0,0,0,0,0,2,348.0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,6.0,0,0,2991,0,0,0,0,0
17224,2016-03-17T13:56:34.037Z,1457449308,2058,0,0,8045336756,1458222985,s0-r6,GigabitEthernet0/0/0/3,12162879514017,22735.0,13306683482,0,0,0,0,0,0,2,2353685726.0,0,0,0,0,0,0,892,1556737.0,0,0,0,0,0,98.0,0,0,10145182,0,0,0,0,0
106147,2016-03-17T13:56:32.654Z,1458063706,21365,0,0,249683,1458222989,s0-r1,GigabitEthernet0/0/0/0,44503990,16624.0,111438020,0,0,0,0,0,0,2,6961.0,0,0,0,0,0,0,19,15.0,0,0,0,0,0,25.0,0,0,481713,0,0,0,0,0
21720,2016-03-17T13:56:51.736Z,1458162490,28842,0,0,46740,1458223009,s0-r4,GigabitEthernet0/0/0/0,34105710,5264.0,12036269,0,0,0,2,0,0,2,16473.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,13.0,0,0,26154,2,0,0,0,0
17214,2016-03-17T13:57:24.832Z,1457449290,8716,0,0,8038398875,1458223037,s0-r3,GigabitEthernet0/0/0/4,12152295071924,19575.0,397482851,0,0,0,6,0,0,68611,2022341965.0,0,0,0,0,0,0,882,1337582.0,0,0,0,0,0,83.0,0,0,1140411,6,0,0,0,0
273481,2016-03-17T13:57:24.833Z,1457449290,307009,0,0,604484,1458223037,s0-r3,GigabitEthernet0/0/0/1,373501525,8990.0,467103445,0,0,0,6,0,0,2,18852.0,0,0,0,0,0,0,885,74.0,0,0,0,0,0,63.0,0,0,1178301,6,0,0,0,0
2,2016-03-17T13:57:25.352Z,1458064748,1739,0,0,3122,1458223040,s0-r7,GigabitEthernet0/0/0/6,2469650,0.0,182,0,0,0,60903,0,0,1,0.0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.0,0,0,3,158279,0,0,0,0
3532,2016-03-17T13:57:55.346Z,1458064748,4377,0,0,12230,1458223070,s0-r7,GigabitEthernet0/0/0/2,3438486,0.0,21089750,0,0,0,12,0,0,1,191.0,0,0,0,0,0,0,25,1.0,0,0,0,0,0,0.0,0,0,22405,32,0,0,0,0
17215,2016-03-17T13:57:33.707Z,1457449308,8720,0,0,39547,1458223045,s0-r6,GigabitEthernet0/0/0/5,25458101,133.0,41991521,0,0,0,12,0,0,68496,200.0,0,0,0,0,0,0,882,3.0,0,0,0,0,0,2.0,0,0,573576,12,0,0,0,0
17226,2016-03-17T13:57:33.708Z,1457449308,2058,0,0,8048627583,1458223045,s0-r6,GigabitEthernet0/0/0/3,12167855022920,22779.0,13306731868,0,0,0,0,0,0,2,2367291917.0,0,0,0,0,0,0,892,1565733.0,0,0,0,0,0,98.0,0,0,10145401,0,0,0,0,0
3558,2016-03-17T13:58:02.660Z,1458063706,4387,0,0,377662,1458223079,s0-r1,GigabitEthernet0/0/0/1,30331170,428.0,28082591,0,0,0,0,0,0,2,402.0,0,0,0,0,0,0,19,7.0,0,0,0,0,0,7.0,0,0,374813,0,0,0,0,0
4313,2016-03-17T13:58:03.661Z,1457449308,0,0,0,9492681,1458223075,s0-r6,GigabitEthernet0/0/0/0,13698390813,2325116014.0,12164701813418,0,0,0,0,0,0,1,17906.0,0,0,0,0,0,0,1,33.0,0,0,0,0,0,1537778.0,0,0,8045459170,0,0,0,0,0
170,2016-03-17T13:57:46.070Z,1458194456,478,0,0,3463,1458223064,s0-r5,GigabitEthernet0/0/0/1,276378,358.0,191900,0,0,0,11,0,0,2,444.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,5.0,0,0,2993,11,0,0,0,0
171,2016-03-17T13:58:15.779Z,1458194456,476,0,0,1711,1458223094,s0-r5,GigabitEthernet0/0/0/3,179554,0.0,93749,0,0,0,31,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1266,38,0,0,0,0
17222,2016-03-17T13:58:54.824Z,1457449288,2066,0,0,506406,1458223128,s0-r3,GigabitEthernet0/0/0/0,120314432,2602935951.0,12133353148176,0,0,0,2,0,0,10,24509.0,0,0,0,0,0,0,884,101.0,0,0,0,0,0,1721584.0,0,0,8025122437,2,0,0,0,0
495632,2016-03-17T13:58:54.825Z,1457449290,90465,0,0,1608663,1458223128,s0-r3,GigabitEthernet0/0/0/2,462439169,35017.0,467067420,0,0,0,2,0,0,2,21994.0,0,0,0,0,0,0,887,220.0,0,0,0,0,0,233.0,0,0,1602112,2,0,0,0,0
2,2016-03-17T13:58:55.342Z,1458146084,1739,0,0,3119,1458223132,s0-r2,GigabitEthernet0/0/0/7,2469524,0.0,182,0,0,0,60989,0,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0,3,77035,0,0,0,0
1286,2016-03-17T13:58:55.342Z,1458146084,3022,0,0,8201,1458223132,s0-r2,GigabitEthernet0/0/0/5,2949975,0.0,443600,0,0,0,17,0,0,2,191.0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0.0,0,0,5084,32,0,0,0,0
442,2016-03-17T13:58:55.343Z,1458146084,3023,0,0,215645,1458223132,s0-r2,GigabitEthernet0/0/0/4,57401765,2401529622.0,5978183928265,0,0,0,0,0,0,2,22763.0,0,0,0,0,0,0,2,97.0,0,0,0,0,0,1588376.0,0,0,3953888827,0,0,0,0,0
1723,2016-03-17T13:58:55.343Z,1458146084,0,0,0,3953839472,1458223132,s0-r2,GigabitEthernet0/0/0/3,5978200963676,17914.0,45139932,0,0,0,0,0,0,2,2401524926.0,0,0,0,0,0,0,0,1588313.0,0,0,0,0,0,33.0,0,0,80414,0,0,0,0,0
2,2016-03-17T13:58:55.372Z,1458064748,1739,0,0,3122,1458223130,s0-r7,GigabitEthernet0/0/0/7,2469650,0.0,182,0,0,0,60993,0,0,1,0.0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.0,0,0,3,158369,0,0,0,0
3535,2016-03-17T13:58:55.373Z,1458064748,4378,0,0,12233,1458223130,s0-r7,GigabitEthernet0/0/0/2,3438804,196.0,21090393,0,0,0,7,0,0,1,191.0,0,0,0,0,0,0,25,1.0,0,0,0,0,0,1.0,0,0,22410,0,0,0,0,0
169,2016-03-17T13:58:45.765Z,1458194456,476,0,0,1479899835,1458223124,s0-r5,GigabitEthernet0/0/0/0,2237516349267,22735.0,21579214,0,0,0,0,0,0,2,2354541486.0,0,0,0,0,0,0,0,1557302.0,0,0,0,0,0,98.0,0,0,92382,0,0,0,0,0
17228,2016-03-17T13:59:03.716Z,1457449308,2058,0,0,8053214053,1458223135,s0-r6,GigabitEthernet0/0/0/3,12174789508125,20663.0,13306797469,0,0,0,0,0,0,2,2260582446.0,0,0,0,0,0,0,892,1495137.0,0,0,0,0,0,75.0,0,0,10145670,0,0,0,0,0
3,2016-03-17T13:58:33.713Z,1457449308,2066,0,0,4849,1458223105,s0-r6,GigabitEthernet0/0/0/7,3012775,0.0,252,0,0,0,60967,0,0,1,0.0,0,0,0,0,0,0,878,0.0,0,0,0,0,0,0.0,0,0,4,773774,0,0,0,0
17227,2016-03-17T13:58:33.714Z,1457449308,2066,0,0,430207,1458223105,s0-r6,GigabitEthernet0/0/0/1,182874780,264.0,22612858,0,0,0,12,0,0,1,54.0,0,0,0,0,0,0,884,1.0,0,0,0,0,0,2.0,0,0,63184,7,0,0,0,0
17222,2016-03-17T13:58:24.746Z,1457449290,14956,0,0,336571,1458223098,s0-r3,GigabitEthernet0/0/0/3,28967261,9137.0,22027579,0,0,0,5,0,0,2,9351.0,0,0,0,0,0,0,882,125.0,0,0,0,0,0,123.0,0,0,252780,5,0,0,0,0
106248,2016-03-17T13:59:02.731Z,1458063706,21386,0,0,249749,1458223139,s0-r1,GigabitEthernet0/0/0/0,44533794,13189.0,111518809,0,0,0,4,0,0,2,5102.0,0,0,0,0,0,0,19,11.0,0,0,0,0,0,19.0,0,0,481825,4,0,0,0,0
21753,2016-03-17T13:58:21.730Z,1458162490,28883,0,0,46806,1458223099,s0-r4,GigabitEthernet0/0/0/0,34153535,6780.0,12055464,0,0,0,0,0,0,2,13328.0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,12.0,0,0,26193,0,0,0,0,0
17213,2016-03-17T13:59:54.768Z,1457449290,8722,0,0,25794,1458223188,s0-r3,GigabitEthernet0/0/0/5,5354454,191.0,6677370,0,0,0,31,0,0,66806,0.0,0,0,0,0,0,0,874,0.0,0,0,0,0,0,1.0,0,0,97455,10,0,0,0,0
1725,2016-03-17T13:59:55.260Z,1458146084,0,0,0,3956978033,1458223192,s0-r2,GigabitEthernet0/0/0/3,5982946466438,17700.0,45175688,0,0,0,0,0,0,2,2375348976.0,0,0,0,0,0,0,0,1570998.0,0,0,0,0,0,30.0,0,0,80477,0,0,0,0,0
2,2016-03-17T13:59:55.435Z,1458064748,1739,0,0,3122,1458223190,s0-r7,GigabitEthernet0/0/0/6,2469650,0.0,182,0,0,0,61054,0,0,1,0.0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0.0,0,0,3,158430,0,0,0,0
21784,2016-03-17T13:59:51.761Z,1458162490,28926,0,0,46877,1458223189,s0-r4,GigabitEthernet0/0/0/0,34204505,5054.0,12072965,0,0,0,7,0,0,2,12947.0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,10.0,0,0,26233,7,0,0,0,0
1358,2016-03-17T13:59:51.761Z,1458162490,0,0,0,3160984991,1458223189,s0-r4,GigabitEthernet0/0/0/5,4779325721513,15678.0,40112801,0,0,0,7,0,0,2,1860949226.0,0,0,0,0,0,0,0,1230807.0,0,0,0,0,0,47.0,0,0,123974,7,0,0,0,0
42202,2016-03-17T13:59:51.761Z,1458162490,7935,0,0,154615,1458223189,s0-r4,GigabitEthernet0/0/0/1,21549678,16088.0,43768146,0,0,0,7,0,0,2,8361.0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,59.0,0,0,175527,7,0,0,0,0
0,2016-03-17T13:59:51.761Z,1458162508,0,0,0,0,1458223187,s0-r4,GigabitEthernet0/0/0/4.100,0,0.0,46,0,0,0,4294967295,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,60682,0,0,0,0
106291,2016-03-17T14:00:02.652Z,1458063706,21394,0,0,249775,1458223199,s0-r1,GigabitEthernet0/0/0/0,44545902,14871.0,111553424,0,0,0,2,0,0,2,5048.0,0,0,0,0,0,0,19,10.0,0,0,0,0,0,21.0,0,0,481873,2,0,0,0,0
3560,2016-03-17T14:00:02.653Z,1458063706,1739,0,0,23107,1458223199,s0-r1,GigabitEthernet0/0/0/4,3742068,436.0,1840677,0,0,0,2,0,0,2,248.0,0,0,0,0,0,0,21,4.0,0,0,0,0,0,5.0,0,0,22645,2,0,0,0,0
169,2016-03-17T13:59:15.897Z,1458194456,476,0,0,1481428431,1458223154,s0-r5,GigabitEthernet0/0/0/0,2239827490105,22012.0,21601226,0,0,0,2,0,0,2,2311140838.0,0,0,0,0,0,0,0,1528596.0,0,0,0,0,0,95.0,0,0,92477,2,0,0,0,0
171,2016-03-17T13:59:15.897Z,1458194456,0,0,0,29422,1458223154,s0-r5,GigabitEthernet0/0/0/5,16889892,2311135890.0,2239532839548,0,0,0,2,0,0,2,17152.0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1528530.0,0,0,1481173504,2,0,0,0,0
171,2016-03-17T13:59:15.897Z,1458194456,477,0,0,1714,1458223154,s0-r5,GigabitEthernet0/0/0/3,179872,0.0,93882,0,0,0,31,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1268,31,0,0,0,0
0,2016-03-17T13:59:32.656Z,1458063695,0,0,0,0,1458223169,s0-r1,tunnel-te102,0,0.0,0,0,0,0,4294967295,0,2147476720,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,4294967295,0,0,0,0
3566,2016-03-17T13:59:32.656Z,1458063706,1739,0,0,19528,1458223169,s0-r1,GigabitEthernet0/0/0/5,3477954,0.0,1575335,0,0,0,44,0,0,2,0.0,0,0,0,0,0,0,21,0.0,0,0,0,0,0,0.0,0,0,19074,44,0,0,0,0
273525,2016-03-17T13:59:24.737Z,1457449290,307069,0,0,604846,1458223158,s0-r3,GigabitEthernet0/0/0/1,373593201,11414.0,467147635,0,0,0,1,0,0,2,22834.0,0,0,0,0,0,0,885,88.0,0,0,0,0,0,76.0,0,0,1178620,1,0,0,0,0
1726,2016-03-17T13:59:25.266Z,1458146084,3020,0,0,208797,1458223162,s0-r2,GigabitEthernet0/0/0/1,19529666,10133.0,20466130,0,0,0,0,0,0,2,9871.0,0,0,0,0,0,0,2,134.0,0,0,0,0,0,135.0,0,0,273418,0,0,0,0,0
4314,2016-03-17T14:00:03.670Z,1457449308,0,0,0,9492807,1458223195,s0-r6,GigabitEthernet0/0/0/0,13698462413,2333265640.0,12174286067250,0,0,0,0,0,0,1,17742.0,0,0,0,0,0,0,1,31.0,0,0,0,0,0,1543167.0,0,0,8051797968,0,0,0,0,0
17229,2016-03-17T14:00:03.670Z,1457449308,2058,0,0,8056504485,1458223195,s0-r6,GigabitEthernet0/0/0/3,12179764416988,22793.0,13306846307,0,0,0,0,0,0,2,2333270352.0,0,0,0,0,0,0,892,1543231.0,0,0,0,0,0,97.0,0,0,10145889,0,0,0,0,0
42187,2016-03-17T13:59:21.674Z,1458162490,7931,0,0,154562,1458223159,s0-r4,GigabitEthernet0/0/0/1,21541317,25402.0,43752058,0,0,0,0,0,0,2,12442.0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,103.0,0,0,175468,0,0,0,0,0
17223,2016-03-17T14:00:24.831Z,1457449288,2066,0,0,506697,1458223217,s0-r3,GigabitEthernet0/0/0/0,120381857,2512657159.0,12140439447631,0,0,0,3,0,0,10,23428.0,0,0,0,0,0,0,884,100.0,0,0,0,0,0,1661874.0,0,0,8029809335,3,0,0,0,0
273546,2016-03-17T14:00:24.832Z,1457449290,307096,0,0,605008,1458223217,s0-r3,GigabitEthernet0/0/0/1,373634721,11584.0,467168476,0,0,0,3,0,0,2,22864.0,0,0,0,0,0,0,885,89.0,0,0,0,0,0,78.0,0,0,1178763,3,0,0,0,0
2,2016-03-17T14:00:25.335Z,1458146084,1739,0,0,3119,1458223222,s0-r2,GigabitEthernet0/0/0/7,2469524,0.0,182,0,0,0,61079,0,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0,3,77125,0,0,0,0
1725,2016-03-17T14:00:25.336Z,1458146084,3025,0,0,12483,1458223222,s0-r2,GigabitEthernet0/0/0/2,3218188,684.0,767292,0,0,0,7,0,0,2,464.0,0,0,0,0,0,0,2,8.0,0,0,0,0,0,9.0,0,0,9330,7,0,0,0,0
889,2016-03-17T14:00:25.358Z,1458064748,0,0,0,8150729592,1458223220,s0-r7,GigabitEthernet0/0/0/4,12323893561674,17742.0,92307186,0,0,0,0,0,0,1,2371537266.0,0,0,0,0,0,0,0,1568478.0,0,0,0,0,0,31.0,0,0,163035,0,0,0,0,0
21797,2016-03-17T14:00:21.677Z,1458162490,28942,0,0,46903,1458223219,s0-r4,GigabitEthernet0/0/0/0,34222787,6993.0,12079958,0,0,0,3,0,0,2,18282.0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,15.0,0,0,26248,3,0,0,0,0
42254,2016-03-17T14:00:21.677Z,1458162490,7967,0,0,21435,1458223219,s0-r4,GigabitEthernet0/0/0/4,11759157,19628.0,33898435,0,0,0,3,0,0,1,6588.0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,25.0,0,0,42259,3,0,0,0,0
21788,2016-03-17T14:00:21.677Z,1458162490,28841,0,0,442152,1458223219,s0-r4,GigabitEthernet0/0/0/3,63283045,24865.0,41542025,0,0,0,3,0,0,2,35865.0,0,0,0,0,0,0,0,267.0,0,0,0,0,0,255.0,0,0,422553,3,0,0,0,0
172,2016-03-17T14:00:46.061Z,1458194456,0,0,0,29513,1458223244,s0-r5,GigabitEthernet0/0/0/5,16941938,2280183738.0,2246479670872,0,0,0,5,0,0,2,17152.0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1508059.0,0,0,1485767973,5,0,0,0,0
172,2016-03-17T14:00:46.061Z,1458194456,479,0,0,1721,1458223244,s0-r5,GigabitEthernet0/0/0/3,180626,133.0,94266,0,0,0,5,0,0,2,318.0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,2.0,0,0,1273,5,0,0,0,0
171,2016-03-17T14:00:46.061Z,1458194456,481,0,0,3483,1458223244,s0-r5,GigabitEthernet0/0/0/1,278012,118.0,192994,0,0,0,10,0,0,2,196.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,3010,10,0,0,0,0
